"primaryKey","teamId","seasonPlayed","leagueId","playerName","number","position","height","weight","birthDate","age","experience","school","playerId","season","dt"
"1626242_1610612765_2017-18","1610612765","2017","00","Luis Montero","44","G","6-7","200","APR 06, 1993","24.0","1","Westchester CC NY","1626242","2017-18","2018-01-15T12:01:23.04"
"1626245_1610612741_2017-18","1610612741","2017","00","Cristiano Felicio","6","C-F","6-9","280","JUL 07, 1992","25.0","2","","1626245","2017-18","2018-04-13T22:39:11.529"
"1626246_1610612746_2017-18","1610612746","2017","00","Boban Marjanovic","51","C","7-3","290","AUG 15, 1988","29.0","2","","1626246","2017-18","2018-04-13T22:39:11.529"
"1626246_1610612765_2017-18","1610612765","2017","00","Boban Marjanovic","51","C","7-3","290","AUG 15, 1988","29.0","2","","1626246","2017-18","2018-01-29T06:32:35.042"
"1626257_1610612742_2017-18","1610612742","2017","00","Salah Mejri","50","C","7-2","235","JUN 15, 1986","31.0","2","","1626257","2017-18","2018-04-13T22:39:11.529"
"1626259_1610612761_2017-18","1610612761","2017","00","Malcolm Miller","13","F","6-7","210","MAR 06, 1993","25.0","R","Holy Cross","1626259","2017-18","2018-04-13T22:39:11.529"
"1626643_1610612755_2017-18","1610612755","2017","00","Jacob Pullen","00","G","6-1","200","NOV 10, 1989","28.0","R","Kansas State","1626643","2017-18","2018-01-03T15:59:32.473"
"1626780_1610612738_2017-18","1610612738","2017","00","Jonathan Gibson","60","G","6-2","185","NOV 08, 1987","30.0","1","New Mexico State","1626780","2017-18","2018-04-13T22:39:11.529"
"1627098_1610612737_2017-18","1610612737","2017","00","Malcolm Delaney","5","G","6-3","190","MAR 11, 1989","29.0","1","Virginia Tech","1627098","2017-18","2018-04-13T22:39:11.529"
"1627362_1610612745_2017-18","1610612745","2017","00","Briante Weber","0","G","6-2","165","DEC 29, 1992","25.0","2","Virginia Commonwealth","1627362","2017-18","2018-01-15T12:01:23.04"
"1627362_1610612763_2017-18","1610612763","2017","00","Briante Weber","3","G","6-2","165","DEC 29, 1992","25.0","2","Virginia Commonwealth","1627362","2017-18","2018-04-13T22:39:11.529"
"1627732_1610612755_2017-18","1610612755","2017","00","Ben Simmons","25","G-F","6-10","230","JUL 20, 1996","21.0","R","Louisiana State","1627732","2017-18","2018-04-13T22:39:11.529"
"1627733_1610612756_2017-18","1610612756","2017","00","Dragan Bender","35","F","7-1","225","NOV 17, 1997","20.0","1","","1627733","2017-18","2018-04-13T22:39:11.529"
"1627734_1610612754_2017-18","1610612754","2017","00","Domantas Sabonis","11","C-F","6-10","252","MAY 03, 1996","21.0","1","Gonzaga","1627734","2017-18","2018-04-13T22:39:11.529"
"1627735_1610612757_2017-18","1610612757","2017","00","Wade Baldwin IV","2","G","6-4","202","MAR 29, 1996","22.0","1","Vanderbilt","1627735","2017-18","2018-04-13T22:39:11.529"
"1627736_1610612743_2017-18","1610612743","2017","00","Malik Beasley","25","G","6-5","196","NOV 26, 1996","21.0","1","Florida State","1627736","2017-18","2018-04-13T22:39:11.529"
"1627737_1610612756_2017-18","1610612756","2017","00","Marquese Chriss","0","F","6-10","240","JUL 02, 1997","20.0","1","Washington","1627737","2017-18","2018-04-13T22:39:11.529"
"1627738_1610612763_2017-18","1610612763","2017","00","Deyonta Davis","21","C-F","6-11","237","DEC 02, 1996","21.0","1","Michigan State","1627738","2017-18","2018-04-13T22:39:11.529"
"1627739_1610612741_2017-18","1610612741","2017","00","Kris Dunn","32","G","6-4","210","MAR 18, 1994","24.0","1","Providence","1627739","2017-18","2018-04-13T22:39:11.529"
"1627740_1610612765_2017-18","1610612765","2017","00","Henry Ellenson","8","F","6-11","245","JAN 13, 1997","21.0","1","Marquette","1627740","2017-18","2018-04-13T22:39:11.529"
"1627741_1610612758_2017-18","1610612758","2017","00","Buddy Hield","24","G","6-4","214","DEC 17, 1993","24.0","1","Oklahoma","1627741","2017-18","2018-04-13T22:39:11.529"
"1627742_1610612747_2017-18","1610612747","2017","00","Brandon Ingram","14","F-G","6-9","190","SEP 02, 1997","20.0","1","Duke","1627742","2017-18","2018-04-13T22:39:11.529"
"1627743_1610612745_2017-18","1610612745","2017","00","Demetrius Jackson","2","G","6-1","201","SEP 07, 1994","23.0","1","Notre Dame","1627743","2017-18","2018-01-15T12:01:23.04"
"1627743_1610612755_2017-18","1610612755","2017","00","Demetrius Jackson","11","G","6-1","201","SEP 07, 1994","23.0","1","Notre Dame","1627743","2017-18","2018-04-13T22:39:11.529"
"1627744_1610612746_2017-18","1610612746","2017","00","Brice Johnson","11","F","6-10","230","JUN 27, 1994","23.0","1","North Carolina","1627744","2017-18","2018-01-29T06:32:35.042"
"1627744_1610612763_2017-18","1610612763","2017","00","Brice Johnson","14","F","6-10","230","JUN 27, 1994","23.0","1","North Carolina","1627744","2017-18","2018-03-19T14:36:33.05"
"1627744_1610612765_2017-18","1610612765","2017","00","Brice Johnson","13","F","6-10","230","JUN 27, 1994","23.0","1","North Carolina","1627744","2017-18","2018-02-04T07:40:59.388"
"1627745_1610612744_2017-18","1610612744","2017","00","Damian Jones","15","C","7-0","245","JUN 30, 1995","22.0","1","Vanderbilt","1627745","2017-18","2018-04-13T22:39:11.529"
"1627746_1610612758_2017-18","1610612758","2017","00","Skal Labissiere","7","F-C","6-11","225","MAR 18, 1996","22.0","1","Kentucky","1627746","2017-18","2018-04-13T22:39:11.529"
"1627747_1610612751_2017-18","1610612751","2017","00","Caris LeVert","22","G-F","6-7","203","AUG 25, 1994","23.0","1","Michigan","1627747","2017-18","2018-04-13T22:39:11.529"
"1627748_1610612749_2017-18","1610612749","2017","00","Thon Maker","7","C-F","7-1","223","FEB 25, 1997","21.0","1","","1627748","2017-18","2018-04-13T22:39:11.529"
"1627749_1610612759_2017-18","1610612759","2017","00","Dejounte Murray","5","G","6-5","170","SEP 19, 1996","21.0","1","Washington","1627749","2017-18","2018-04-13T22:39:11.529"
"1627750_1610612743_2017-18","1610612743","2017","00","Jamal Murray","27","G","6-4","207","FEB 23, 1997","21.0","1","Kentucky","1627750","2017-18","2018-04-13T22:39:11.529"
"1627751_1610612761_2017-18","1610612761","2017","00","Jakob Poeltl","42","C","7-0","230","OCT 15, 1995","22.0","1","Utah","1627751","2017-18","2018-04-13T22:39:11.529"
"1627752_1610612737_2017-18","1610612737","2017","00","Taurean Prince","12","F","6-8","220","MAR 22, 1994","24.0","1","Baylor","1627752","2017-18","2018-04-13T22:39:11.529"
"1627753_1610612745_2017-18","1610612745","2017","00","Zhou Qi","9","F-C","7-1","210","JAN 16, 1996","22.0","R","","1627753","2017-18","2018-04-13T22:39:11.529"
"1627755_1610612756_2017-18","1610612756","2017","00","Tyler Ulis","8","G","5-10","160","JAN 05, 1996","22.0","1","Kentucky","1627755","2017-18","2018-04-13T22:39:11.529"
"1627756_1610612741_2017-18","1610612741","2017","00","Denzel Valentine","45","F","6-6","214","NOV 16, 1993","24.0","1","Michigan State","1627756","2017-18","2018-04-13T22:39:11.529"
"1627758_1610612752_2017-18","1610612752","2017","00","Ron Baker","31","G","6-4","220","MAR 30, 1993","25.0","1","Wichita State","1627758","2017-18","2018-04-13T22:39:11.529"
"1627759_1610612738_2017-18","1610612738","2017","00","Jaylen Brown","7","G-F","6-7","225","OCT 24, 1996","21.0","1","California","1627759","2017-18","2018-04-13T22:39:11.529"
"1627761_1610612737_2017-18","1610612737","2017","00","DeAndre Bembry","95","F-G","6-6","210","JUL 04, 1994","23.0","1","Saint Josephs","1627761","2017-18","2018-04-13T22:39:11.529"
"1627762_1610612749_2017-18","1610612749","2017","00","Joel Bolomboy","24","F-C","6-9","235","JAN 28, 1994","23.0","1","Weber State","1627762","2017-18","2018-01-03T15:59:32.473"
"1627763_1610612749_2017-18","1610612749","2017","00","Malcolm Brogdon","13","G","6-5","215","DEC 11, 1992","25.0","1","Virginia","1627763","2017-18","2018-04-13T22:39:11.529"
"1627767_1610612740_2017-18","1610612740","2017","00","Cheick Diallo","13","F","6-9","220","SEP 13, 1996","21.0","1","Kansas","1627767","2017-18","2018-04-13T22:39:11.529"
"1627770_1610612765_2017-18","1610612765","2017","00","Kay Felder","22","G","5-9","176","MAR 29, 1995","23.0","1","Oakland","1627770","2017-18","2018-04-13T22:39:11.529"
"1627772_1610612760_2017-18","1610612760","2017","00","Daniel Hamilton","25","G","6-7","195","AUG 08, 1995","22.0","R","Connecticut","1627772","2017-18","2018-04-13T22:39:11.529"
"1627773_1610612748_2017-18","1610612748","2017","00","AJ Hammons","4","C","7-0","260","AUG 27, 1992","25.0","1","Purdue","1627773","2017-18","2018-02-04T07:40:59.388"
"1627774_1610612757_2017-18","1610612757","2017","00","Jake Layman","10","F","6-9","210","MAR 07, 1994","24.0","1","Maryland","1627774","2017-18","2018-04-13T22:39:11.529"
"1627775_1610612744_2017-18","1610612744","2017","00","Patrick McCaw","0","G","6-7","185","OCT 25, 1995","22.0","1","Nevada-Las Vegas","1627775","2017-18","2018-04-13T22:39:11.529"
"1627777_1610612762_2017-18","1610612762","2017","00","Georges Niang","31","F","6-6","231","JUN 17, 1993","24.0","1","Iowa State","1627777","2017-18","2018-04-13T22:39:11.529"
"1627778_1610612745_2017-18","1610612745","2017","00","Chinanu Onuaku","21","C","6-10","245","NOV 01, 1996","21.0","1","Louisville","1627778","2017-18","2018-04-13T22:39:11.529"
"1627779_1610612766_2017-18","1610612766","2017","00","Marcus Paige","4","G","6-0","164","SEP 11, 1993","24.0","R","North Carolina","1627779","2017-18","2018-04-13T22:39:11.529"
"1627780_1610612747_2017-18","1610612747","2017","00","Gary Payton II","23","G","6-3","190","DEC 01, 1992","25.0","1","Oregon State","1627780","2017-18","2018-04-13T22:39:11.529"
"1627781_1610612758_2017-18","1610612758","2017","00","Malachi Richardson","23","G","6-6","205","JAN 05, 1996","22.0","1","Syracuse","1627781","2017-18","2018-02-04T07:40:59.388"
"1627781_1610612761_2017-18","1610612761","2017","00","Malachi Richardson","22","G","6-6","205","JAN 05, 1996","22.0","1","Syracuse","1627781","2017-18","2018-04-13T22:39:11.529"
"1627782_1610612763_2017-18","1610612763","2017","00","Wayne Selden","7","G-F","6-5","230","SEP 30, 1994","23.0","1","Kansas","1627782","2017-18","2018-04-13T22:39:11.529"
"1627783_1610612761_2017-18","1610612761","2017","00","Pascal Siakam","43","F","6-9","230","APR 02, 1994","24.0","1","New Mexico State","1627783","2017-18","2018-04-13T22:39:11.529"
"1627785_1610612751_2017-18","1610612751","2017","00","Isaiah Whitehead","15","G","6-4","213","MAR 08, 1995","23.0","1","Seton Hall","1627785","2017-18","2018-04-13T22:39:11.529"
"1627786_1610612745_2017-18","1610612745","2017","00","Troy Williams","5","F","6-7","218","DEC 30, 1994","23.0","1","Indiana","1627786","2017-18","2018-02-14T04:58:03.217"
"1627786_1610612752_2017-18","1610612752","2017","00","Troy Williams","0","F","6-7","218","DEC 30, 1994","23.0","1","Indiana","1627786","2017-18","2018-04-13T22:39:11.529"
"1627788_1610612755_2017-18","1610612755","2017","00","Furkan Korkmaz","30","G-F","6-7","190","JUL 24, 1997","20.0","R","","1627788","2017-18","2018-04-13T22:39:11.529"
"1627789_1610612755_2017-18","1610612755","2017","00","Timothe Luwawu-Cabarrot","7","G-F","6-6","200","MAY 09, 1995","22.0","1","","1627789","2017-18","2018-04-13T22:39:11.529"
"1627790_1610612739_2017-18","1610612739","2017","00","Ante Zizic","41","F-C","6-11","250","JAN 04, 1997","21.0","R","","1627790","2017-18","2018-04-13T22:39:11.529"
"1627812_1610612742_2017-18","1610612742","2017","00","Yogi Ferrell","11","G","6-0","180","MAY 09, 1993","24.0","1","Indiana","1627812","2017-18","2018-04-13T22:39:11.529"
"1627814_1610612737_2017-18","1610612737","2017","00","Damion Lee","8","G","6-6","210","OCT 21, 1992","25.0","R","Louisville","1627814","2017-18","2018-04-13T22:39:11.529"
"1627815_1610612764_2017-18","1610612764","2017","00","Sheldon Mac","9","G-F","6-6","200","DEC 21, 1992","25.0","1","Miami (Fla.)","1627815","2017-18","2018-02-04T07:40:59.388"
"1627816_1610612754_2017-18","1610612754","2017","00","Alex Poythress","0","F","6-9","235","SEP 06, 1993","24.0","1","Kentucky","1627816","2017-18","2018-04-13T22:39:11.529"
"1627819_1610612737_2017-18","1610612737","2017","00","Isaiah Taylor","22","G","6-3","170","JUL 11, 1994","23.0","1","Texas","1627819","2017-18","2018-04-13T22:39:11.529"
"1627820_1610612746_2017-18","1610612746","2017","00","Tyrone Wallace","12","G","6-5","198","JUN 10, 1994","23.0","R","California","1627820","2017-18","2018-04-13T22:39:11.529"
"1627821_1610612751_2017-18","1610612751","2017","00","James Webb III","0","F","6-9","202","AUG 19, 1993","24.0","R","Boise State","1627821","2017-18","2018-04-13T22:39:11.529"
"1627823_1610612743_2017-18","1610612743","2017","00","Juancho Hernangomez","41","F","6-9","230","SEP 28, 1995","22.0","1","","1627823","2017-18","2018-04-13T22:39:11.529"
"1627824_1610612738_2017-18","1610612738","2017","00","Guerschon Yabusele","30","F","6-8","260","DEC 17, 1995","22.0","R","","1627824","2017-18","2018-04-13T22:39:11.529"
"1627826_1610612747_2017-18","1610612747","2017","00","Ivica Zubac","40","C","7-1","240","MAR 18, 1997","21.0","1","","1627826","2017-18","2018-04-13T22:39:11.529"
"1627827_1610612742_2017-18","1610612742","2017","00","Dorian Finney-Smith","10","F","6-8","220","MAY 04, 1993","24.0","1","Florida","1627827","2017-18","2018-04-13T22:39:11.529"
"1627832_1610612761_2017-18","1610612761","2017","00","Fred VanVleet","23","G","6-0","195","FEB 25, 1994","24.0","1","Wichita State","1627832","2017-18","2018-04-13T22:39:11.529"
"1627834_1610612757_2017-18","1610612757","2017","00","Georgios Papagiannis","19","C","7-1","240","JUL 03, 1997","20.0","1","","1627834","2017-18","2018-04-13T22:39:11.529"
"1627834_1610612758_2017-18","1610612758","2017","00","Georgios Papagiannis","13","C","7-1","240","JUL 03, 1997","20.0","1","","1627834","2017-18","2018-02-04T07:40:59.388"
"1627835_1610612741_2017-18","1610612741","2017","00","Paul Zipser","16","F","6-8","226","FEB 18, 1994","24.0","1","","1627835","2017-18","2018-04-13T22:39:11.529"
"1627846_1610612738_2017-18","1610612738","2017","00","Abdel Nader","28","F","6-6","230","SEP 25, 1993","24.0","R","Iowa State","1627846","2017-18","2018-04-13T22:39:11.529"
"1627850_1610612749_2017-18","1610612749","2017","00","Marshall Plumlee","40","C","7-0","250","JUL 14, 1992","25.0","1","Duke","1627850","2017-18","2018-04-13T22:39:11.529"
"1627852_1610612737_2017-18","1610612737","2017","00","Nicolas Brussino","16","F","6-8","195","MAR 02, 1993","24.0","1","","1627852","2017-18","2018-01-15T12:01:23.04"
"1627853_1610612741_2017-18","1610612741","2017","00","Ryan Arcidiacono","15","G","6-3","195","MAR 26, 1994","24.0","R","Villanova","1627853","2017-18","2018-04-13T22:39:11.529"
"1627854_1610612759_2017-18","1610612759","2017","00","Bryn Forbes","11","G","6-3","190","JUL 23, 1993","24.0","1","Michigan State","1627854","2017-18","2018-04-13T22:39:11.529"
"1627855_1610612739_2017-18","1610612739","2017","00","Okaro White","9","F","6-8","215","AUG 13, 1992","25.0","1","Florida State","1627855","2017-18","2018-04-13T22:39:11.529"
"1627855_1610612748_2017-18","1610612748","2017","00","Okaro White","15","F","6-8","215","AUG 13, 1992","25.0","1","Florida State","1627855","2017-18","2018-02-04T07:40:59.388"
